,senti,id,review
2794,喜,1774662077,祝天下所有的女性节日快乐！！！！！[糖果]
2795,,1250827575,跟安宝看新拍的相片，安宝感叹：“妈妈，你真是上得了厅堂啊！”“哦~是吗？”宝妈很得意哟：“那下一句呢？”“嗯…那个…妈妈你做菜吧其实挺好吃的，就是不做啊，所以就没有下一句了。”
2796,,1759168033,@信望愛_傻菜要很开心  @雯zhu  @贞贞贞-              ←T6G
2797,,1858816394,我得学会去担当，去包容她的任性，即使我真的很需要她…
2798,喜,1624923853,乡村小游，鸡鸭鹅猪，瓜果飘香，田间小道，不亦乐乎……[鞭炮][酒壶][干杯]
2799,,1765912855,“世界上最肮脏的，莫过于自尊心。”尤瑟纳尔这句话被某文引用后，就不断被反复解读。她笔下的成年人，比如哈德良和泽农，很少被自尊心束缚。如果对自己足够有信心，就根本不需要自尊心来多此一举的自我强调；如果信心不足，就认清问题所在，冷静地分析思考行动，而不是娇弱地被别人的言语态度伤害。
2800,,1609951957,#国考存在就业歧视吗#考公务员走后门送礼受贿内部亲友选拔乃符合中国国情
2801,喜,1614785911,周末在家休息了两天，才发现自己是真的累了[心][心][心]2013年的旅行生活暂告一段落，期待2014年的再度启程[心][心][心][心][心]感谢赞美主！
2802,喜,1739293433,我都佩服我现在的忍耐力，面对吃醉的客人跟我大吼大叫，我居然可以笑脸处理事情了。我进步了 哈哈哈哈哈·
2803,哀,1846845327,我真的看了好多书，只是它不考而已。[蜡烛][蜡烛][蜡烛]
2804,哀,1674184654,宿舍完全被清空了…一点痕迹也不留给我们…@EvelynHao @Taoz_ @莹宝ying @小巴豆丹丹 @蓝色的瞬间 @梅雪花飘飘
2805,,1759168033,@溪挽  @banson-luk  @団长丶              ←Rb3
2806,,1586215500,好了，今天就先到这里，刚加了300关注，除了几位比较喜欢的明星之外，剩下都是“名记”。本来还想多加一些，结果被告知今天加的已经够多了……好吧，我知道已经够多了，好在我现在关注的人总共只有304名，以后还可以慢慢筛筛，看看有没有不值得关注的
2807,,1818892227,I agree with you!!
2808,,1630131004,马上又要开学了，迎接新的一批学生踏入大学的殿堂！
2809,,1664839391,分手后，我还认识你，不过不想再见你，你过的好，我不会祝福你，你过的不好，我不会嘲笑你，因为我们从此陌生，你的世界不再有我，我的世界不再有你，我不能再珍惜你，抱歉，我失去的，也是你失去的
2810,哀,1623645642,要是一听完了就会，一看完了就记住还有多好，给我一个记忆面包吧[泪]
2811,喜,1677591482,看到孩子们的笑脸，心里也很高兴。哈哈。给他们奖励，从可乐到阿萨姆奶茶哈哈虽然贵了但是值了。孩子们加油哈。
2812,哀,1737173131,找个工作需要撒多少谎，骗多少人，小心脏快要承受不住这种心理压力了。#论人性本善#
2813,哀,1741960884,曾经的曾经，我以为，周末双休，国庆7天，五一3天是一件理所当然的事情。 后来的后来，才发现，当时的想法真是天真的可爱[好囧][泪流满面][霹雳]
2814,,1799223791,@我是__杨静秋 老大 找你哈 ！找你 给我打个电话！我换咯手机 没号咯 ！看到快点打个！
2815,,1698894844,2012春福建省考必须懂得 —— “爱国爱乡、海纳百川、乐善好施、敢拼会赢”。
2816,喜,1828344890,好陶醉的睡姿啊，哈哈！ #感谢你温暖我#
2817,,1822006971,一直很自信的一号木方向出问题了！
2818,哀,1713997737,在被抢了一辆空车后，终于奋不顾身扑向另一辆，悲剧的是司机还是我识路。今天不能迟到
2819,,1220573681,据悉，吴志明在去年被捕的当下，正与两名情妇在床上激战，他在“快乐日记”中写下奋斗目标：2015年之前要玩1500个女人， 江西省政府副秘书长吴志明受贿4732万余元人民币一案，法院以被告人吴志明犯受贿罪，判处其死刑，缓期二年执行，剥夺政治权利终身，并处没收个人全部财产。 元芳；你怎么看？
2820,,1706328212,@阿里巴巴集团校园招聘 @阿里巴巴集团校园招聘 您好，我班里同学已经有收到笔试通知的，为什么我的简历是“投递成功”的状态？是直接刷了吗？麻烦给你信，谢谢
2821,,1761412630,每次来机场就想什么时候我也能回去 我在:#Toronto Pearson International Airport#
2822,哀,1788388863,人生最大的痛苦就是受伤之后恢复的如此之慢[失望].......
2823,,1587722507,地理老师问：河水往哪里流啊？一学生猛站起来唱到：大河向东流啊！老师没理会他接着说：天上有多少颗星星阿？那学生又唱到：天上的星星参北斗阿！老师无奈：你有病吧？学生：你有我有全都有阿！老师：你信不信我揍你？学生：该出手时就出手阿！老师怒：我让你退学！学生：风风火火闯九洲阿！
2824,喜,1796318407,ki  mo  chi  太舒服了   这个蒸汽烫脚的真的弄得我太舒服 大汗淋漓啊
2825,哀,1785546842,"有滴感冒同喉咙痛仲走去食酸菜鱼,点都觉得自己有点不想活的样子[泪][泪][泪]!希望明天喉咙唔会严重佐咯"
2826,,1730965204,一片灰蒙罩下城市柳堤出山野气息、二次飘零映对草地白鸽飞偶尔落地、三回钟响比对初冬雨巷听时时静谧、「观窗外有感」
2827,喜,1762650340,"分享图片 @任小雾 @是你倾了城 @那些讓你浮沉在水深火熱的年代 看看你们笑的,. 过了这么久再来看这些照片,很开心. 现在都压力山大.不管如何,加油."
2828,喜,1750001885,下班了。课也不去上了。买起。鸡脚，鸭掌，鸭架，卤猪蹄。回家赔上我的开心果，杏仁，各种水果。躺在床上边吃边和tvb相约。太舒服了。神阿，让我天天都过这种生活吧。@曾经你是我的瘾xx 。快来哦。还有。咖啡'果珍和奶茶哦。@熊咪咪一个人走 你快点下班吧.
2829,,1744035344,the one who can share your happiness but not your sadness right?
2830,怒,1673427402,优秀教师颁奖，不停的演讲说话都快一小时了，正片什么时候开始啊!我是来看电吉他的!
2831,,1795755237,我正在使用#微博二维码#，扫描下面的二维码就能关注我啦，快来和我一起玩转微博吧~
2832,怒,1745786381,@Z_B彬 你，你，你灬 [怒]  [怒][怒]
2833,,1839521872,我这人 其实很随和，但是听歌的时候听到《中华民谣》的这句，“醉人的笑容你有没有 大雁飞过菊花插满头”，我真的不想再这么堕落下去了。
2834,,1198659857,昨天正式开开始高球练习阶段，早上进行58度25码定点入球练习！下午练习P／7铁／19度铁木杆！全挥练习！晚上58度25码和P／7铁／19度铁木杆目标点练习！贵在磨练毅力和耐力！
2835,哀,1847733290,泪.。。。。。。。。。。。。。。
2836,,1294208135,一直笃信如果珍惜就不会轻易说分手，轻易说出分手的女生你是留不住的，因为你照顾不了她或者她需要更好的时候，你就out了！——某位同学之言
2837,喜,1610646041,时间就是一把杀猪刀~大爱这张！[笑哈哈]@near-Lou
2838,,1773576421,做了一晚的梦。。。。。啊，我想去理光头
2839,怒,1621836112,尼玛的爱普网，爱你妹啊！[怒骂]
2840,,1785323670,其实我们国家不是一夫一妻制，而是一房一妻制，无房就无妻，多房就多妻！
2841,,1220573681,毛泽东是中华民族历史上唯一一位搭上儿子、妻子、弟弟亲人的生命，打下江山不为自己及自己家族谋利的领袖。毛泽东的一生只有一个目标：让中国人民站立起来！在他眼里，各个级别的领导者只能有一个目标——为人民服务! 他的后半生所做的一切，就是防那些掌握着对人民有生杀大权者的“精蝇”们私欲的膨胀
2842,,1773576421,#我是特种兵# 每个有血性的男人都有过一个当兵的梦想
2843,,1805320384,@紫蝶婚礼@仔仔fighting@吴永嘉是布丁信鸽果冻@蜘蛛侠洋壮壮@海颖An-gelfish@Nafeeza@好女人杨小姐@吴蕊wrr@Ashley-biu@墨水水0
2844,哀,1818892227,又在英语课上短了好几年的寿命…唉…
2845,,1597878140,Hello-baby们 2013新款 徐濠萦Liger 糖果色尖头厚底镂空凉鞋 售价110
2846,哀,1814391690,今天突然间觉得起早床好烦，，[哼][哼]
2847,,1795755237,我们文化真丰富。昌哥说的，文艺小青年！
2848,喜,1760935957,8.昨天被酒精毒害了.今天不间断45分钟左右.换了S4 居然安装不起nike+.乐趣少一半.耳机也是个坑 跑三步就掉，所以哥今天玩的是外放[哈哈] 新路线很爽
2849,,1781135657,#微情感# 当爱情来临的时候，很多人都没有做好准备。真正的爱情，是让自己成为更好的人，找个让你开心一辈子的人，才是爱情的目标。最好的，往往是在你身边最久的。所以选爱人不需要太多标准，只要不骗你，和陪着你。
2850,,1633649882,Friends. It means something to me.
2851,喜,1846427617,文章写得真好啊…………╭(╯ε╰)╮
2852,怒,1700257450,@恨-仇-死 法克，去国外后就不鸟我们了@邂逅秋 ，垃圾霸道亮也没有一点消息，最近都在干啥？@Rainbow-OoO
2853,,1769223735,鱼啊鱼，过完年再见啦[奥特曼]
2854,哀,1787388791,[睡觉][睡觉]好困好困好困好困！！！！！！！[抓狂][抓狂]不能睡不能睡不能睡不能睡！！！！！！[害羞][害羞]
2855,喜,1298526373,听到宝宝心跳就已经让我激动一天了!吼吼，完全hold 不住啊[爱你]
2856,,1801857881,姑娘，我告诉你一件事：单身的男人追你，再怎么简单，至少，他心里把你当作公主；已婚的男人追你，再怎么奢华，最终，他心里还是把你当婊子。
2857,,1802611740,手机掉了，卡已经补办，请朋友们以各种方式把号码发给我吧[爱你]
2858,喜,1763722605,"离得近就是好啊，可以伸手要礼物，多谢@乖豆乖皮和乖米 ，友情提供的爬山涉水背回来的礼物，以及友情提供的草帽，有一顶还是满好看的，但另外一顶挺傻的。anyway,thank u[花心]"
2859,,1570020202,我们的午睡宿舍，干净麻？[思考]
2860,哀,1744541855,总结怎么写，每星期都得写总结，好烦啊！
2861,,1750667170,@-LL_  看你无聊时的的杰作[挖鼻屎]
2862,,1624230734,我刚更新了#微博客户端秋季版#，1.全新个人主页
2863,喜,1614785911,在海边看日落与晚霞[心][心][心]感谢赞美主！
2864,,1731273760,所谓贵族，不是土豪和暴发户。所谓贵族精神，是我对社会负有责任、我愿意为社会发现做出贡献的精神。中国缺少贵族，更缺乏贵族精神！
2865,哀,1839227252,@哈弗SUV 亲爱的哈佛，我今天去车展看车。4S的MM告诉我差速锁版4驱汽油2.4的H5停订了。没有差速锁的越野车如何叫越野。亲能给我个理由吗？我是新疆的，无比失望呀！
2866,,1803543965,妾早已不能当蒲纬，要生存只能逼着自己长成磐石，披荆斩棘快意恩仇，变身为狂野粗豪的抠脚女汉子。@就是要踩碎夕阳
2867,喜,1003582744,希望大家。正常发挥。考个好成绩吧。。。
2868,,1572369721,林志颖最赞的是没有为了所谓别人和面子逼迫黑米做事情 如果可以更多的和黑米沟通解释清楚游戏规则以及接下来要发生的具体事情并且承诺好回来的时间以及不是要给他换爸爸消除黑米的恐惧就更好了
2869,喜,1840574420,加油哦 考研的们！ 我就不艾特了！
2870,哀,1767304391,据说昨天傍晚下雨了，还有彩虹，睡过头了[泪]
2871,惊,1739143062,@我素果果神经质 果果，原来你们开班会的教室就在我们旁边啊，我今天才发现耶。别忘了明天要升旗哦~
2872,喜,1281577162,"[nono娇羞] 手松又丢了,不过万幸的是被邻居找到了。心情大好。谢谢你！失而复得手机，珍借_！！！"
2873,,1840248311,过几年我也要带我的孩子去看木偶戏吃儿童套餐
2874,怒,1822351215,如果我有路飞的橡皮腿，我就一脚踹出半个省踹醒你[哼][怒]万分不爽[右哼哼][左哼哼]
2875,,1621653861,长假最后半天，儿童公园走一个，难得好天气，都是人
2876,,1770041701,她说她明天要过节，好吧，我不会喜欢一个当母亲的女人，you win.
2877,哀,1729096567,"世界上还有比""此宝贝已下架""更令人伤心欲绝的事麽 还有嘛!!"
2878,哀,1752073535,终于一个人坐了回绿皮车 可是 今天心情很不好[委屈]
2879,,1850390771,当大家都喝多的时候，就需要我这个不会喝酒的人来收拾残局。喝多事多。
2880,喜,1809920297,#达人生日祝福# @王小鸣不再流浪 生日快乐！永远好心情，开心每一天！
2881,哀,1379031853,有时候话少真的很伤人，我一再地努力和你沟通，两颗心感觉却像是隔了很远，无数次被感动，无数次被折磨，原来我也是这么的贱。
2882,,1426125524,法证先锋里面重案组、法证、法医三组人分工挺专业，比我们做项目专业多了，当然也有可能只是如有雷同纯属巧合。
2883,哀,1825057791,迷茫，工作  生活   我到底在活什么
2884,,1849775082,我的伤马上恢复好了。可以继续球场了。、
2885,,1786996545,the course of true love never did run smooth
2886,哀,1634213002,找不出更多的理由，也没有那坦然， 有些事，劝得了别人，却说服不了自己， 什么事是理所当然，又什么事是心安理得呢？ 不是很懂， 也许大家觉得对的事就是理所当然，就应该心安理得， 可是为什么。我却越来越感到的是心乱呢？ 有太多的事无法确定，也无法改变， 是该顺应所谓的命？还是改变呢？
2887,,1805008284,怎么老打喷嚏、、、谁骂我还是谁想我呢、、难道…还是我感冒了…
2888,,1805008284,喜欢是短暂的、、、爱是要付出一辈子的、、、
2889,,1738090571,最近绝对是心理建设失调……已然不是我风格了……要么闭嘴不说要么甩手不做……让我选择一下
2890,哀,1814391690,lonely christmas
2891,,1634213002,双子座男人爱你有多深？简单看他肯不肯把财政大权交给你吧！对于双子座而言，钱就是他的命啦。你要他把钱交给你，基本上等于让他把命交出来，如果你们真的患难与共，他才有可能把钱交给你，因为他知道你不会卷款潜逃他对你绝对信任，他才会放心把钱交给你，也放心把一生交给你。
2892,哀,1687409453,自己把自己赶进死胡同 我也不知道我在想什么
2893,,1263078705,#360网速测试器# 我的下载速度能达到13MB/秒，击败了全国99%的用户！ 我的上网速度简直就是光速[哈哈] 你的网速怎么样？快用360来测测吧。 （分享自 @360网速测试器）
2894,,1677591482,花～@Geminigirl_JC西米莉
2895,,1804031510,对@中国新闻周刊 说：小日本TMD即然想把钩鱼岛本岛、北小岛、南小岛所谓国有化，那么我向国务院申请把这三座岛私有化，卖给我个人，然后我再把三座岛捐出来还给国家。请大佬看看如何？
2896,,1851878355,记得当年你说过：如果有一天我们堙没在人群之中，碌碌无为终其一生，那是因为我们没有努力让自己活得更丰盛
2897,,1805320384,@彼岸一一埖已落@唯将心语寄琵琶@带__雨v@超级蜘蛛蝙蝠阿童木@吴成西@D_易佳琳@66我是娜娜妹@blue妖妖@跳槽夕@xena_z
2898,,1031624211,中午在大花盆挖到很多蚯蚓，分到小花盆里...
2899,哀,1621653861,真倒霉，一早发现轮胎破了，推到维修点，累死我了
2900,怒,1609951957,大过年的停什么水啊！沈阳水务你脑子特么的缺弦啊！凭什么给昆西这片停水啊！干你娘的炮！
2901,,1845036133,教练通知后天场地 BNMDS 哦
2902,,1401452104,基督教在宗教中最升华人性的地方，在于作为人自身只能忏悔和救赎，而不能取巧和贿赂。东方的各种宗教过度世俗化，功利化之后，只有沉沦，没有升华。如果是因为祖宗的传统而固执的不能舍弃，敝帚自珍，那么就请跟祖宗一样在血腥的奴役中继续猪狗不如的活着吧。阿门！[圣诞树][圣诞树][平安果][平安果]
2903,喜,1435585505,看了星夜故事会对文章同学的专访谈马伊利和女儿，老子也想生个娃娃来耍了！[馋嘴][嘻嘻][嘻嘻]
2904,喜,1760935957,齐秦叔叔 这么好几年来的电视机里 你老最好的一次 雄起
2905,,1596210397,我们总会在不设防的时候喜欢上一些人。没什么原因，也许只是一个温和的笑容，一句关切的问候。可能未曾谋面，可能志趣并不相投，可能不在一个高度，却牢牢地放在心上了。 冥冥中该来则来，无处可逃，就好像喜欢一首歌，往往就因为一个旋律或一句打动你的歌词。喜欢或者讨厌，是让人莫名其妙的事情。
2906,哀,1735156767,为什么别人出国都耍的好开心。我就只有做不完的作业和看不完的书喃。
2907,哀,1695735101,…我后悔了，…请吃早饭，结果光早饭就一百多块钱咯……[泪][泪][泪]…后悔咯后悔咯
2908,,1765912855,陈译：“我们就假设他们两者（犬儒学者和道德学家）都害怕爱情的欢乐所具有的魔力，或者抵御它，或者享受它，并且都尽量地抑制自己的欢乐，以试图剥夺它那几乎是可怕的、把他们压垮的力量，以及它那使他们感到迷失于其中的古怪的秘密。” 也许我理解能力有限，这个翻译我是没有读懂，只能靠猜了。
2909,,1761095001,传媒学院最难等：1 久香居的外卖 2某导员结婚  3 282公交
2910,喜,1823711845,（续）但是你对我的好 一辈子铭记于心 谢谢你 作为曾经的舍友 提醒你一句 不小了 该好好的 稳重一下 别花天酒地了 看你对你以前的对象“宝儿丽丽”还是挺在乎的 好好专一的待她吧 好好规划一下自己的路吧 别老做买游艇 开跑车的白日梦了（好多好多说不完的东西） 好好加油 支持你 还有 谢谢
2911,,1609958174,『2012.10.16』 fighting challenging more than yesterday  but less than tommorw
2912,,1738659070,"伴侣不是结婚时发誓非你不娶或非你不嫁的那个人,而是发现你身上有许多缺点仍然选择你的那个人；伴侣不是天黑了和你一起手挽手走进饭店的那个人,而是守在门口巴望你回来一起晚饭的那个人；伴侣不是和你大谈爱情,把""我爱你""挂在嘴边的那个人,而是和你平淡的唠叨柴米油盐、锅碗瓢盆的那个人。"
2913,喜,1227083517,86.不过此次积累了经验，复习似乎也有了思路。两个半月后再战，100+一定要拿下！[给力][ok]
2914,,1785815317,此刻疯狂地想见一个人，然后我就决定回家喝中药了
2915,,1808902493,白羊不在乎的话，无论你说什么，你依然什么都不是；白羊不在乎的话，无聊透顶也不会想和你废话半句。白羊在乎的话，可以在很累的情况下陪你到很晚，即使第二天还要工作；白羊在乎的话，可以听完你说一切琐碎事；白羊在乎的话，可以为你改变所有，迷失自己也在所不惜。
2916,喜,1440465032,给里皮一万个赞！[爱你][爱你][爱你]
2917,喜,1820992564,@嘟嘟惠崽 [爱你] ，生快！！！此时此刻的你在奏神马咧[疑问]
2918,,1659931670,我搬砖的工地后面就是草莓，绳命的羁绊。@瞿二虎 @安仔可爱多 明年来坐塔吊上看吧。
2919,喜,1835753134,这样的日子，充实，快乐，谢谢陪在我身边的所有人，图图氓氓牛牛……  又是一年校招季，大家一起加油   越是在这个时候越要稳住，淡定些，从容些 good night
2920,哀,1813038275,我的十一月，一片乱糟糟！！！！
2921,,1632209697,一直都有一个想法，人都是非常固执的！大部分都表现为别人说的不会采纳，只相信自己脑子里那个所谓的事实，这种人身边常常有，每次我都不再坚持我的看法，随他们去认为。第二种人是会采纳别人意见的，他们会愿意接受新观念，愿意承认自己的错误，态度良好，修养通常也好，不过这种人不多见。
2922,,1804320440,#3块钱你能干点啥# 搭个公交去面试
2923,喜,1363957104,Today is a delightful Tuesday！
2924,惊,1718941055,在附近的集市上，要盖房。但需要很多土垫。就从我家废弃的窑厂拉土，刚好把里面的砖块剔出来，然后我就拉回家。中午拉土时发现两条冬眠的蛇，前天还有野猫！哎呀，我家的窑厂还真藏龙卧虎啊……
2925,,1728057213,<she will be loved >
2926,,1850171383,很多时候，不是因为一件事情很难我们才畏惧，而是因为我们畏惧才觉得这件事情很难。
2927,,1746268077,明天东胜杯.请支持澳墟龙舟队.
2928,哀,1194852734,这个世界越喧闹，越会让人感觉孤单。
2929,哀,1833271801,被烟熏了一下午，头好晕。@海先森@hyy.诗人漫步@柳小小言
2930,喜,1854769437,不早了哈.我还在被窝头[嘻嘻]
2931,,1441034222,在这个世界，是不是离开才是永恒的，但这样也要承担被遗忘的风险[我爱听][揪耳朵]
2932,,1822612297,对@迅雷方舟 说：亲    邀请码有没有啊     好想要一个啊
2933,,1120840343,足球要从娃娃抓起...好小的娃娃，技术比我那个时候好多了[足球]
2934,,1548645824,我们一路奋战，不是为了改变世界，而是为了不让世界改变我们。
2935,哀,1669312422,[汗]还是会被虐到........花千骨.....................
2936,,1802630357,#若干年后，你会怀念现在吗#也许现在的你正处于人生的低谷，也许你不满足现状，也许你对现在的生活恨之入骨，总之，你就是不喜欢现在的生活，但是，若干年后，你会用怎样的态度面对今天的一切呢，有怀念吗？@今日话题
2937,喜,1184990834,我记得这玩意儿一直是一块一根的，结果老板说两块。我一看这打火机，然后再一看老板：“这不是坑爹么？”然后我就被自己的幽默感征服了，哈哈…哈哈哈…
2938,,1763722605,太后，您安全到家否?@乖豆乖皮和乖米 ，我们今晚又约车了喔。@如陌_燕妮 @黑頭
2939,喜,1776228955,对的，幸运之神总是眷顾有准备的人。通知去面试了。开心。不过还得再加把劲。谁能借我一双20CM的高跟鞋呢？哈哈哈哈
2940,喜,1466675034,@六毛1974 已经吃上了[哈哈]，下一站华隆面店[哈哈]
2941,,1698894844,遴选成绩已出，福州市处级公选又开始咯……
2942,喜,1698870801,心情很美丽啊很美丽~~外婆家走失七个月的狗狗今天自己找回家了~~~呵呵呵呵~感觉又能再爱了~~[爱你]
2943,哀,1274394800,我和我妈在服装店 我：老妈，我穿长裙好看伐 老妈：不好看 出了服装店 我：真的不好看？ 老妈：真不好看，你穿裙子就是不好看，看着总觉得怪怪的 我：那可能是没搭好吧 老妈：不是，就是不好看，在裙子上你就死心吧 我：[泪][泪] 老妈：你还是乖乖的穿裤子吧@应小懒要努力养长发 @水桶无论如何不将就
2944,喜,1184990834,昨天央视解说伦敦闭幕式的时候，大脸来的一句 “作曲者就是为大家非常熟悉的神探夏洛克配乐的xxx” 然后顿了两秒，“描述了现代版的福尔摩斯”。。。哈哈哈哈！什么大家非常熟悉的，明明你就是个英剧的粉！
2945,喜,1836970787,151.听到广播里的来自某人的6月祝福 还有祝福墙上的 感觉很温暖。恩剩下7天 高考加油 全力以赴不骄不躁 加油！！！！ [给力][拳头][拳头]
2946,,1069364592,看到CCTV播放一个“扬正气，促和谐”的公益广告，广告中拿着红包给医生，医生说：请别侮辱我。拿着红包给法官，法官所：请别藐视我。拿着红包给老师，老师说：请别伤害我。拿着红包给警察，警察说：请你尊重我。看完广告我默默对着电视说：请别忽悠我。www.xjjy888.com 信江教育你身边的学历提升专家
2947,,1497129524,"一女神发了一条状态。。。""男生最重要的三个字从来不是高帅富，是上进心。"""
2948,喜,1630131004,今天是感恩节，感谢周边生命中的每一个人，感谢朱莉娜老师，感谢龚娜老师，感谢@我叫彭小杰 @我叫张小吉 还有感谢小菲，生命中有很多值得经历的事情，感谢生活！
2949,哀,1738090571,开学一个半月，光荣感冒第二次，咳嗽就一直没消停过，这个破身体无时无刻不在给我捣乱，还不得不好好照顾。还是豆豆的蘑菇头比较治愈我。回家跟豆豆一起扮演两颗蘑菇去。感冒果然比较脆弱，想妈妈了。
2950,喜,1774502374,元宵节快乐～晚上次烤鸭罪过罪过  [偷笑]
2951,,1847125841,准备成立公司了，前夕记录中。。。 立志解决天津塘沽地区外来人口衣食住行之住字篇幅。
2952,,1508379537,最后，三杯…@禾小晕 @翠山___ @没皮CB雲 @喊我康小妹 @小尾君
2953,,1823327204,南京市玄武区的举手，玄武大道的吱声，仙鹤茗苑的来报道了啊啊啊啊啊.........
2954,,1801018257,不是我不想出操………[打哈气][打哈气][打哈气]
2955,,1788856740,太容易得到的，终究学不会去珍惜
2956,喜,1757666083,全是在海边[嘻嘻][爱你][爱你][爱你][爱你]
2957,哀,1849775082,有谁能明白我的心。我只想好好的找一个我心爱的女人。我不想这样一个人孤单下去。真的。让我照顾你吧。我会对你好的。能明白我吗？有时候自己想一下自己的情况非常痛苦啊。
2958,哀,1814391690,婆婆走的时候是安详的，，，婆婆跟我说在外面要好好工作[蜡烛][蜡烛][蜡烛]2013/04/17
2959,喜,1806460264,手机丢了又找回来了，开心[兔子]
2960,喜,1789080883,必须是我，对吧，在一起那么多年了，说那些，[爱你][爱你][爱你]，美女，嫁给我，得了，[鲜花][鲜花][鲜花]
2961,哀,1769365643,#你听到过最令人伤心的话是啥#不要让这座城市留住了你的青春，却留不住你[泪]
2962,,1250827575,安宝：“妈妈，为什么日本菜不叫日本菜而叫日本料理呢，还有韩国料理也是，中国的菜为啥不叫中国料理？”“是不是中国的西红柿炒鸡蛋是中国料理？”
2963,喜,1808729200,万圣节的烈焰红唇[哈哈][哈哈][哈哈]
2964,,1548645824,来时糊涂去时迷，空在人间走一回.
2965,惊,1761412630,我说 ztm @安娜_____ 你也太小气了吧 远渡重洋的竟然是你吃剩下的 你就不能给我买一包新的吗
2966,喜,1435585505,[花心][花心]要相亲相爱哈，家和万事兴！@Hi_圈姐 @懒猫就是喜欢周先生 @-Mo-Han @20081204Lucy @鏸釹釨 @筷楽超 @YuanSsssss @王小维-
2967,喜,1858984310,雨后的天气，我喜欢......看见月亮了吗？
2968,喜,1784647422,三人行！[哈哈][哈哈][哈哈]看电影咯！
2969,,1726816003,放了才能够快乐～握不住的她。放下也罢
2970,,1730965204,我走在逃离命运的路上、却与命运不期而遇    ＿_____  「深海里的星星」
2971,,1728057213,看到苏宁电器都停止销售日货了。为了表示对我们国家的支持，我也决定毕业论文用中文写了！[威武][威武]
2972,,1463475191,爆搞，猫咪被骗吃草之后的表情~
2973,喜,1286078961,吃着自己种的油菜（飘儿白），无毒无污染，嫩，入口即融，口感超好，都语无伦次了，哈哈[哈哈]
2974,喜,1698473995,冰激凌大总汇！！！好多冰淇淋啊！！！大爱~~你最爱哪个？
2975,喜,1245904427,每次看完你的微博都觉得幺儿真是一个有内涵的姑娘我好爱她~\(≧▽≦)/~#表白贴#@幺零1010
2976,,1813462107,现代医学证明，山楂含枸橼酸、苹果酸、抗坏血酸、酶和蛋白质、碳水化合物，有降血压，促进胃肠消化的作用。中医认为，山楂可健脾消积，对减肥有利，可辅治继发性肥胖症。
2977,喜,1847786272,哈哈 住的地方楼下就有个7 & 11 以后就成衣食父母了要。 解决早饭之余 拿到这样一瓶 “分享这瓶可口可乐 与你的小主”@小也文  木哈哈  小主 小主 share share
2978,,1815169475,学生是“有期徒刑”老师是“无期徒刑”
2979,哀,1749632431,大清早玩微博，不小心看到小弟  就从头到尾看了一遍，酸甜苦辣各种滋味，借着别人的故事想起自己的往事，词穷了，不知道该怎么形容自己的心情[悲伤][微风]
2980,喜,1829192665,这么久没下厨。还不错，手艺还在。哈哈
2981,喜,1728057213,这画面实在是太…太…太有爱了！！
2982,喜,1463707431,[可爱]我老父亲做饭 那就一个字 超地道啊~
2983,喜,1808729200,我的亲亲宝贝[亲亲][亲亲][爱你][爱你]满月照[亲亲][亲亲]
2984,喜,1677954202,下午五点，我很不经心的问了一句，妈进城切不？妈一哈从床上坐起来，说走嘛！于是两个人冒着雨去逛街，买了两双鞋，吃了甜品，高高兴兴的回家了，这是个愉快的周末～
2985,喜,1621836112,GOAL!!!GOAL!!!荷兰第一球
2986,,1741960884,咬文嚼字的功夫就是这样炼成的[膜拜了][互相膜拜]
2987,,1818685927,对@王梦婷Alina 说：太无聊了。。什么时候出门请吃饭啊- -。我依旧是穷学生。乃可是揣工资滴人呐、、、
2988,,1648602391,上周买的书之一，刚看第一页开场白，就果断被各种。。。雷到了，果然是李敖[赞]。据说在国内发行是被要求改了名才通过的，看完第一页我的第一反应是，比起内容，原本名字也不算什么[威武]
2989,,1685866261,大槐树，村儿里人聚集聊天儿娱乐的地方，性质跟小时候的根据地老牛，雅集的兰亭差不多吧。村儿里人还向他烧香祈福，求平安求子孙求姻缘
2990,,1818892227,新学期的第一堂课－微积分…再过20分钟就要开始了～
2991,,1698894844,19日，省委书记孙春兰在南平市浦城县接待来访群众时强调，要按照中央的部署要求，深入基层，深入群众，带着感情和责任，满腔热情地接待来访群众，依法依规解决群众诉求，做到群众带着问题来、怀着满意归，努力把矛盾纠纷化解在基层，切实维护社会和谐稳定。
2992,,1280256117,罗比尼奥突前，可以理解为是一种出其不意，他的跑动面积已经够大，但下半时的威胁减小表明突前位置尚需一名战术执行力足够高的中锋；帕佐复出后，其与巴洛特利和卡卡的搭配应该更趋于合理；4312确实不符合球队现状，受限于中场传控能力，前腰职责模糊，既不敢贸然向前又需谨慎回撤
2993,,1597878140,Hello-baby们 衣柜里的夏装已经塞得放不下 而且对夏装多半有了视觉疲劳 可是天气又没冷下来 买厚秋装又是太早 所以这一款 就这么横空出世 来解救你的购买欲了
2994,喜,1804451185,山大真的不算大...不过八个校区呢 想都游一遍[嘻嘻]
2995,,1781759980,你们知道的，我对写字好看的男生向来没有免疫力…
2996,喜,1406520382,祝大家剩蛋快乐！@wohowoho @猴哥VV @武成德宣 @Timm该结婚了 @聊聊天天向上 @绵阳Ar @MY长河 @U_S王子 @凯哥9140 @是厨子是马拉出来溜溜
2997,哀,1840589521,阿猪@Lemon-J-Sky [泪][泪][泪]，好久没看见你了~
